Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
against	t	s	Del	0	IN	m	m	s	n	sibilant	/n/	s23	s2301a	9	8	5.769230769	5.128205128	nuclear	33	3.496507561	<VOCNOISE> alternative <EXT-energy> <SIL> fighting against nuclear power <SIL> and
almost	t	s	Del	0	RB	m	m	s	s	sibilant	sibilant	s23	s2303b	4	4	2.666924469	2.666924469	strictly	79	4.369447852	commissions in columbus are <SIL> almost strictly <NOISE-architectural> they <CUTOFF-on=only>
almost	t	t	Ret	1	RB	m	m	s	S	sibilant	pause	s23	s2301a	3	3	6.022536331	6.022536331	<SIL>	79	4.369447852	flesh blood <SIL> <LAUGH> it's almost <SIL> cult like <LAUGH>
almost	t	eh	Del	0	RB	m	m	s	ae	sibilant	vowel	s23	s2301a	12	13	5.073746911	5.496559154	an	79	4.369447852	it's a <SIL> it's <SIL> almost an indoctrination in tolerance
almost	t	t	Ret	1	RB	m	m	s	U	sibilant	null	s23	s2303b	2	2	5.318059865	5.318059865	<NOISE-everybody>	79	4.369447852	one thing that <SIL> <CUTOFF-pre=pretty> almost <NOISE-everybody> there agreed on
almost	t	t	Ret	1	RB	m	m	s	s	sibilant	sibilant	s23	s2302b	6	6	3.790719434	3.790719434	circular	79	4.369447852	beautiful it's a circular <VOCNOISE> almost circular big <VOCNOISE> uh
almost	t	t	Ret	1	RB	m	m	s	U	sibilant	null	s23	s2301a	9	9	4.686123451	4.686123451	<VOCNOISE>	79	4.369447852	social acceptance of it really almost <VOCNOISE> <SIL> um <SIL>
amount	t	nx	Del	0	NN	m	m	n	ah	nasal	vowel	s23	s2302a	8	8	5.755395683	5.755395683	of	30	3.401197382	people for <VOCNOISE> with the amount of music that <SIL>
amount	t	nx	Del	0	NN	m	m	n	ah	nasal	vowel	s23	s2302a	5	5	10.38108981	10.38108981	of	30	3.401197382	that's a <SIL> huge an amount of <NOISE> money <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s23	s2301a	1	1	3.528071098	3.528071098	<HES-and>	8082	8.997394646	but i've <SIL> lived <SIL> and <HES-and> <VOCNOISE> <SIL> well
and	d	en	Del	0	CC	and	and	n	S	nasal	pause	s23	s2303b	4	5	5.373339638	6.716674548	<SIL>	8082	8.997394646	<CUTOFF-w=work> <SIL> work on that and <SIL> <NOISE-help> <SIL> unify
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s23	s2303b	1	1	2.667498926	2.667498926	<CUTOFF-ih=?>	8082	8.997394646	houses <NOISE-to> do <LAUGH-that> <LAUGH> and <CUTOFF-ih=?> <SIL> <CUTOFF-y=you> you
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s23	s2301a	2	2	3.456864382	3.456864382	um	8082	8.997394646	<HES-symphony> uh symphony orchestra <SIL> and um <VOCNOISE> <SIL> <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s23	s2303a	3	3	5.495642871	5.495642871	it	8082	8.997394646	<IVER> <LAUGH> it is <VOCNOISE> and it was <NOISE> world
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s23	s2303b	1	1	1.734376734	1.734376734	<SIL>	8082	8.997394646	<IVER> <SIL> yeah <VOCNOISE> <SIL> and <SIL> <VOCNOISE> <SIL> just
and	d	ae	Del	0	CC	and	and	n	ay	nasal	vowel	s23	s2303b	6	6	3.991198078	3.991198078	i	8082	8.997394646	<IVER> <VOCNOISE> <NOISE-right> <VOCNOISE> <SIL> and i was also robbed
and	d	n	Del	0	CC	and	and	n	l	nasal	/l/	s23	s2303a	6	6	7.169606604	7.169606604	louisiana	8082	8.997394646	<VOCNOISE> that he was <NOISE-stationed> and louisiana <VOCNOISE> <NOISE> <IVER>
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s23	s2302b	11	11	3.667430715	3.667430715	you're	8082	8.997394646	starting <NOISE-asking> questions about religion and you're saying <VOCNOISE> well
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s23	s2301a	7	7	3.50515784	3.50515784	<SIL>	8082	8.997394646	<VOCNOISE> they did have assemblies and <SIL> uh <SIL> for
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s23	s2303b	1	1	1.758257215	1.758257215	<VOCNOISE>	8082	8.997394646	<SIL> driving the cab <SIL> and <VOCNOISE> <SIL> part of
