Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
adjust	t	t	Ret	1	VB	m	m	s	aa	sibilant	vowel	s22	s2201a	9	9	4.584819154	4.584819154	on	1	0	shooting to <VOCNOISE> we would adjust on a target out
against	t	s	Del	0	IN	m	m	s	hh	sibilant	/h/	s22	s2203a	8	8	3.100775194	3.100775194	human	33	3.496507561	but uh <VOCNOISE> it's so against human nature <VOCNOISE> i
against	t	t	Ret	1	IN	m	m	s	k	sibilant	stop	s22	s2203a	14	12	0.371303541	0.318260178	conventional	33	3.496507561	<VOCNOISE> i think <VOCNOISE> or against conventional human nature anyway
almost	t	t	Ret	1	RB	m	m	s	U	sibilant	null	s22	s2201b	7	7	3.905807545	3.905807545	<VOCNOISE>	79	4.369447852	just flat as this table almost <VOCNOISE> for an area
almost	t	t	Ret	1	RB	m	m	s	b	sibilant	stop	s22	s2201a	13	12	5.345394737	4.934210526	back	79	4.369447852	<VOCNOISE> get lost in mathematics almost back then you could
amount	t	n	Del	0	NN	m	m	n	ah	nasal	vowel	s22	s2203b	10	10	5.74487801	5.74487801	of	30	3.401197382	suppose <SIL> farm a certain amount of what i mean
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s22	s2202a	2	2	1.530611854	1.530611854	uh	8082	8.997394646	{B_TRANS} <IVER> and uh <VOCNOISE> so <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s22	s2203b	5	5	2.995807667	2.995807667	<VOCNOISE>	8082	8.997394646	buildings a house and barn and <VOCNOISE> and uh <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	p	nasal	stop	s22	s2203b	9	9	3.392385978	3.392385978	paddled	8082	8.997394646	so i took him downstairs and paddled him <VOCNOISE> and
and	d	ah	Del	0	CC	and	and	n	w	nasal	/w/	s22	s2203b	8	8	4.230563601	4.230563601	wade	8082	8.997394646	<CUTOFF-le=let's> <VOCNOISE> let's go down and wade in the lake
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s22	s2201b	8	8	4.901107895	4.901107895	<VOCNOISE>	8082	8.997394646	<VOCNOISE> infantry men around there and <VOCNOISE> <SIL> <VOCNOISE> so
and	d	n	Del	0	CC	and	and	n	ey	nasal	vowel	s22	s2201a	5	5	3.167546083	3.167546083	a	8082	8.997394646	<VOCNOISE> inspector for <VOCNOISE> twelve and a half years <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	m	nasal	/m/	s22	s2203b	8	8	3.477021236	3.477021236	marked	8082	8.997394646	<VOCNOISE> it was surveyed off and marked off <VOCNOISE> in
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s22	s2203b	1	1	1.222493888	1.222493888	<VOCNOISE>	8082	8.997394646	<ERROR-availiable=available> to him and <VOCNOISE> and <VOCNOISE> he <CUTOFF-w=?> <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s22	s2201b	6	6	3.586371787	3.586371787	it	8082	8.997394646	<ERROR-madip=manipulate> <VOCNOISE> manipulate in <VOCNOISE> and it was crisscrossed with
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s22	s2203b	2	2	1.126126126	1.126126126	uh	8082	8.997394646	house and barn and <VOCNOISE> and uh <VOCNOISE> so that
and	d	d	Ret	1	CC	and	and	n	ah	nasal	vowel	s22	s2203b	2	2	1.956945248	1.956945248	uh	8082	8.997394646	<VOCNOISE> live on it <VOCNOISE> and uh <VOCNOISE> i think
and	d	n	Del	0	CC	and	and	n	m	nasal	/m/	s22	s2202a	9	9	2.747201594	2.747201594	my	8082	8.997394646	<VOCNOISE> my brother and i and my sisters <VOCNOISE> were
and	d	n	Del	0	CC	m	m	n	ay	nasal	vowel	s22	s2202b	5	5	5.882352941	5.882352941	i	8082	8.997394646	something in their upbringing <VOCNOISE> and i don't know what
and	d	d	Ret	1	CC	and	and	n	U	nasal	null	s22	s2203b	1	1	3.076923077	3.076923077	<VOCNOISE>	8082	8.997394646	<VOCNOISE> pamper the kids <VOCNOISE> and <VOCNOISE> well <VOCNOISE> from
and	d	d	Ret	1	CC	m	m	n	U	nasal	null	s22	s2202b	1	1	1.951044394	1.951044394	<VOCNOISE>	8082	8.997394646	called back <SIL> in <SIL> and <VOCNOISE> sent to vietnam
and	d	nx	Del	0	CC	m	m	n	ih	nasal	vowel	s22	s2202b	4	4	1.515151515	1.515151515	it	8082	8.997394646	<VOCNOISE> sent to vietnam <VOCNOISE> and it was uh <VOCNOISE>
and	d	n	Del	0	CC	m	m	n	ih	nasal	vowel	s22	s2202b	6	6	3.93442623	3.93442623	if	8082	8.997394646	<VOCNOISE> she was there <VOCNOISE> and if they needed her
