Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
advancement	t	n	Del	0	NN	m	m	n	w	nasal	/w/	s19	s1901b	5	4	9.636603675	7.70928294	we	1	0	want you to get <SIL> advancement we want <VOCNOISE> your
affluent	t	t	Ret	1	JJ	m	m	n	ah	nasal	vowel	s19	s1904a	14	13	4.794399046	4.451941971	uh	2	0.693147181	yknow like well maybe some affluent uh person would donate
against	t	s	Del	0	IN	m	m	s	y	sibilant	/y/	s19	s1904a	9	8	6.451358549	5.734540932	your	33	3.496507561	<VOCNOISE> i'm sorry it goes against your goal <SIL> <VOCNOISE>
against	t	s	Del	0	IN	m	m	s	S	sibilant	pause	s19	s1904a	4	4	4.153915013	4.153915013	<SIL>	33	3.496507561	<SIL> <VOCNOISE> <SIL> but goes against <SIL> <VOCNOISE> it <SIL>
agent	t	t	Ret	1	NN	m	m	n	S	nasal	pause	s19	s1901a	4	4	2.559870573	2.559870573	<SIL>	2	0.693147181	i'm a <VOCNOISE> a cruise agent <SIL> in preparation for
almost	t	sh	Del	0	RB	m	m	s	m	sibilant	/m/	s19	s1903b	7	6	8.167284658	7.000529707	made	79	4.369447852	uh area so i <IVER-word_word> almost made a mission film
almost	t	t	Ret	1	RB	m	m	s	b	sibilant	stop	s19	s1902b	5	5	5.376916467	5.376916467	be	79	4.369447852	thing is <VOCNOISE> it gets almost be <UNKNOWN> like a
almost	t	s	Del	0	RB	m	m	s	th	sibilant	apical	s19	s1903a	12	12	6.3561746	6.3561746	th	79	4.369447852	back to what you're saying almost th the family life
and	d	eh	Del	0	CC	and	and	n	y	nasal	/y/	s19	s1903b	5	5	7.564010438	7.564010438	you're	8082	8.997394646	here for a reason <VOCNOISE> and you're here in the
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s19	s1903b	1	1	3.662453624	3.662453624	<UNKNOWN>	8082	8.997394646	boy <VOCNOISE> i said <VOCNOISE> and <UNKNOWN> this <VOCNOISE> and
and	d	n	Del	0	CC	and	and	n	w	nasal	/w/	s19	s1902a	4	4	3.246935096	3.246935096	we'll	8082	8.997394646	try to get it <IVER> and we'll just watch <VOCNOISE>
and	d	ae	Del	0	CC	and	and	n	w	nasal	/w/	s19	s1904a	5	5	5.273977877	5.273977877	we	8082	8.997394646	made in christ's images <SIL> and we can't say no
and	d	ehn	Del	0	CC	and	and	n	w	nasal	/w/	s19	s1902a	5	5	5.812351712	5.812351712	we	8082	8.997394646	<CUTOFF-f=?> we'll repossess it <VOCNOISE> and we sold the same
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s19	s1904b	5	5	6.60652963	6.60652963	you	8082	8.997394646	make it work <IVER> <SIL> and you said don't we
and	d	n	Del	0	CC	and	and	n	l	nasal	/l/	s19	s1901b	8	8	7.399343493	7.399343493	look	8082	8.997394646	but <VOCNOISE> we go out and look uh we look
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s19	s1903b	5	5	7.163785631	7.163785631	i	8082	8.997394646	don't do that here <VOCNOISE> and i said well i
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s19	s1901a	8	7	8.885581478	7.774883793	you're	8082	8.997394646	<EXCLUDE-name> <IVER> uh hum <IVER> and you're not being recorded
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s19	s1903b	8	6	9.476898874	7.107674156	you're	8082	8.997394646	<VOCNOISE> little case t <VOCNOISE> and you're talking about little
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s19	s1903a	1	1	5.670284308	5.670284308	<VOCNOISE>	8082	8.997394646	<VOCNOISE> looking for science <IVER> and <VOCNOISE> go back and
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s19	s1901a	7	7	8.899805984	8.899805984	it	8082	8.997394646	<VOCNOISE> murders over there <SIL> and it was publicized in
and	d	n	Del	0	CC	and	and	n	b	nasal	stop	s19	s1901a	12	12	7.358446485	7.358446485	because	8082	8.997394646	c o can't regulate it and because of it they
and	d	eh	Del	0	CC	and	and	n	hh	nasal	/h/	s19	s1903b	6	5	7.314227758	6.095189798	he	8082	8.997394646	call them his own <VOCNOISE> and he knows each every
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s19	s1901b	2	2	4.863623984	4.863623984	so	8082	8.997394646	<VOCNOISE> print promissory notes <VOCNOISE> and so <CUTOFF-n=now> <SIL> now
and	d	en	Del	0	CC	and	and	n	sh	nasal	sibilant	s19	s1902b	5	5	3.79999848	3.79999848	she	8082	8.997394646	campus crusade for christ <VOCNOISE> and she came home one
and	d	eh	Del	0	CC	and	and	n	m	nasal	/m/	s19	s1901b	4	4	3.289627886	3.289627886	most	8082	8.997394646	can be more beneficial <VOCNOISE> and most the time <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	w	nasal	/w/	s19	s1901a	9	9	5.32451751	5.32451751	wait	8082	8.997394646	uh you had to wait and wait for your turn
and	d	nx	Del	0	CC	and	and	n	U	nasal	null	s19	s1902a	1	1	2.164984834	2.164984834	<EXT-yet>	8082	8.997394646	can stand living here <VOCNOISE> and <EXT-yet> <VOCNOISE> yknow what
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s19	s1901b	13	13	6.373505045	6.373505045	still	8082	8.997394646	can work with the community and still gain the respect
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s19	s1902b	8	8	3.571792129	3.571792129	i'm	8082	8.997394646	staying with him <VOCNOISE> uh and i'm very grateful that
and	d	eh	Del	0	CC	and	and	n	ae	nasal	vowel	s19	s1903a	5	5	3.174321013	3.174321013	ask	8082	8.997394646	<IVER> and <VOCNOISE> go back and ask them <UNKNOWN> as
and	d	eh	Del	0	CC	and	and	n	ay	nasal	vowel	s19	s1903b	7	7	1.345695275	1.345695275	i	8082	8.997394646	cayman <IVER> just my wife and i this time <IVER>
and	d	aen	Del	0	CC	and	and	n	ay	nasal	vowel	s19	s1901b	5	5	6.728569506	6.728569506	i	8082	8.997394646	more <VOCNOISE> uh promiscuous <VOCNOISE> and i said well gee
