Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
account	t	tq	Glot	1	NN	m	m	n	S	nasal	pause	s21	s2102b	6	6	2.84629981	2.84629981	<SIL>	5	1.609437912	<IVER> i could check my account <SIL> see how much
account	t	tq	Glot	1	NN	m	m	n	U	nasal	null	s21	s2102b	2	2	13.69637868	13.69637868	<VOCNOISE>	5	1.609437912	many <VOCNOISE> your your <ERROR-esigsting=existing> account <VOCNOISE> and all that
act	t	t	Ret	1	VBP	m	m	k	l	stop	/l/	s21	s2101b	4	4	3.194888179	3.194888179	like	9	2.197224577	<SIL> <LAUGH> they're <CUTOFF-gi=?> they act like kids <LAUGH> <IVER>
against	t	t	Ret	1	IN	m	m	s	ih	sibilant	vowel	s21	s2101a	9	8	1.912045889	1.699596346	it	33	3.496507561	it <VOCNOISE> they're not always against it though <IVER> yeah
against	t	t	Ret	1	IN	m	m	s	ih	sibilant	vowel	s21	s2101a	7	6	3.202195791	2.74473925	it	33	3.496507561	minute i thought you was against it <VOCNOISE> they're not
and	d	n	Del	0	CC	and	and	n	eh	nasal	vowel	s21	s2101a	9	9	3.770423125	3.770423125	everything	8082	8.997394646	<VOCNOISE> he's climbing on stuff and everything <IVER> um-hum <IVER>
and	d	n	Del	0	CC	and	and	n	w	nasal	/w/	s21	s2101b	2	2	5.658605041	5.658605041	we'd	8082	8.997394646	hey what's up and <VOCNOISE> and we'd <SIL> talk and
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s21	s2102a	9	8	4.178272981	3.714020427	<VOCNOISE>	8082	8.997394646	<VOCNOISE> i mean carrying cabinets and <VOCNOISE> he'll do it
and	d	n	Del	0	CC	and	and	n	sh	nasal	sibilant	s21	s2102a	5	5	6.364869991	6.364869991	she	8082	8.997394646	him so much medicine <VOCNOISE> and she reads a lot
and	d	en	Del	0	CC	and	and	n	w	nasal	/w/	s21	s2102a	10	9	6.166585371	5.549926833	watch	8082	8.997394646	his um <VOCNOISE> diet around and watch i mean they're
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102b	6	6	5.427359318	5.427359318	uh	8082	8.997394646	<ERROR-N=M> <ERROR-im=and> m market <IVER> and uh the changes at
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102a	2	2	3.731343284	3.731343284	um	8082	8.997394646	<VOCNOISE> milk is in <VOCNOISE> and um <VOCNOISE> so they
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s21	s2102b	6	6	3.919342543	3.919342543	<CUTOFF-s=?>	8082	8.997394646	<EXT-him> to her like movies and <CUTOFF-s=?> <SIL> when we
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s21	s2101b	1	1	0.866551127	0.866551127	<VOCNOISE>	8082	8.997394646	how old are you <VOCNOISE> and <VOCNOISE> i know like
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s21	s2101a	6	6	3.628866179	3.628866179	i	8082	8.997394646	<VOCNOISE> my responsibility now <VOCNOISE> and i mean people think
and	d	ehn	Del	0	CC	and	and	n	ih	nasal	vowel	s21	s2101b	7	6	7.056451613	6.048387097	it	8082	8.997394646	something about it and <VOCNOISE> and it was actually i
and	d	n	Del	0	CC	and	and	n	eh	nasal	vowel	s21	s2102a	11	11	5.835543767	5.835543767	everything	8082	8.997394646	<VOCNOISE> put his hand up and everything and told her
and	d	ih	Del	0	CC	and	and	n	hh	nasal	/h/	s21	s2102a	8	8	5.508048636	5.508048636	he	8082	8.997394646	<VOCNOISE> running around with him and he <IVER> <VOCNOISE> look
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s21	s2101a	10	10	6.860522154	6.860522154	you	8082	8.997394646	can take you to places and you don't have to
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s21	s2102b	3	4	5.343583514	7.124778019	<LAUGH-all_that>	8082	8.997394646	<VOCNOISE> soon like <SIL> fedex and <LAUGH-all_that> it's probably gonna
and	d	n	Del	0	CC	and	and	n	hh	nasal	/h/	s21	s2102a	6	6	2.874940105	2.874940105	he's	8082	8.997394646	<IVER> <VOCNOISE> i said that and he's like <IVER> you
and	d	ehn	Del	0	CC	and	and	n	ae	nasal	vowel	s21	s2101b	6	5	5.492272373	4.576893644	and	8082	8.997394646	<VOCNOISE> to finish college <VOCNOISE> and and they'll help me
and	d	n	Del	0	CC	and	and	n	k	nasal	stop	s21	s2102b	8	8	0.55819146	0.55819146	kitchens	8082	8.997394646	<IVER> hum <IVER> put bathrooms and kitchens and stuff <IVER>
and	d	n	Del	0	CC	and	and	n	f	nasal	fricative	s21	s2101b	12	11	5.706134094	5.23062292	following	8082	8.997394646	<VOCNOISE> um from middle school and following them up and
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s21	s2102b	8	8	0.55819146	0.55819146	stuff	8082	8.997394646	<IVER> put bathrooms and kitchens and stuff <IVER> i like
and	d	m	Del	0	CC	and	and	n	p	nasal	stop	s21	s2102b	5	5	4.852263144	4.852263144	putting	8082	8.997394646	taking the poles out <IVER> and putting like the <SIL>
and	d	ehn	Del	0	CC	and	and	n	hh	nasal	/h/	s21	s2102a	5	5	7.062146893	7.062146893	he	8082	8.997394646	talk to <LAUGH-I> <LAUGH> <IVER> and he just looks at
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2101a	2	2	2.541296061	2.541296061	um	8082	8.997394646	it <SIL> yknow normal <IVER> and um <VOCNOISE> yknow to
and	d	en	Del	0	CC	and	and	n	eh	nasal	vowel	s21	s2101a	9	9	4.74611952	4.74611952	everything	8082	8.997394646	i live with my parents and everything <VOCNOISE> and <VOCNOISE>
and	d	VOCNOISE	Del	0	CC	and	and	n	U	nasal	null	s21	s2101a	1	1	14.49275362	14.49275362	<VOCNOISE>	8082	8.997394646	my parents and everything <VOCNOISE> and <VOCNOISE> i mean <SIL>
and	d	n	Del	0	CC	and	and	n	aa	nasal	vowel	s21	s2102b	7	7	3.07310837	3.07310837	all	8082	8.997394646	<IVER> when north land moves and all that <VOCNOISE> that
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s21	s2102b	6	6	4.463840659	4.463840659	yknow	8082	8.997394646	<LAUGH-and> stuff <VOCNOISE> um <VOCNOISE> and yknow we'll use them
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s21	s2102a	1	1	14.48288847	14.48288847	<SIL>	8082	8.997394646	cousins went to desalles <SIL> and <SIL> if they got
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s21	s2102b	1	1	6.580116205	6.580116205	<SIL>	8082	8.997394646	<LAUGH-into> a <LAUGH-into_a_pole> <LAUGH> <SIL> and <SIL> <LAUGH-brok-> busted her
and	d	n	Del	0	CC	and	and	n	aa	nasal	vowel	s21	s2101a	8	8	6.092916984	6.092916984	all	8082	8.997394646	crawling and <VOCNOISE> or walking and all that and i
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102a	2	2	1.703577513	1.703577513	um	8082	8.997394646	a d h d <VOCNOISE> and um <VOCNOISE> they do
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102b	2	2	1.358017566	1.358017566	um	8082	8.997394646	a dangerous woman <LAUGH> <VOCNOISE> and um <SIL> so uh
and	d	en	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102a	5	6	7.085735988	8.502883186	uncle	8082	8.997394646	<SIL> my boyfriend's <VOCNOISE> aunt and uncle they <VOCNOISE> their
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s21	s2101b	3	3	4.434812688	4.434812688	i	8082	8.997394646	we all <VOCNOISE> yknow <VOCNOISE> and i guess <SIL> like
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s21	s2102b	4	4	2.275312856	2.275312856	stuff	8082	8.997394646	do my um <SIL> billing and stuff <SIL> microsoft money
and	d	n	Del	0	CC	and	and	n	hh	nasal	/h/	s21	s2102a	6	6	4.059550905	4.059550905	he	8082	8.997394646	and they increase it <VOCNOISE> and he really hates it
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s21	s2101b	3	3	3.067484663	3.067484663	i'm	8082	8.997394646	do that for yknow <VOCNOISE> and i'm like <VOCNOISE> and
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s21	s2102b	4	5	4.282655246	5.353319058	i'm	8082	8.997394646	doing something <VOCNOISE> so <VOCNOISE> and i'm on there <VOCNOISE>
and	d	en	Del	0	CC	and	and	n	ay	nasal	vowel	s21	s2102b	9	9	5.905511811	5.905511811	i	8082	8.997394646	accounts or something like that and i was like <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s21	s2102a	3	3	5.338078292	5.338078292	you	8082	8.997394646	<SIL> all day okay <VOCNOISE> and you go <VOCNOISE> i
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102a	5	5	3.597122302	3.597122302	um	8082	8.997394646	alarm was going off <VOCNOISE> and um she said no
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2102b	2	2	1.394700139	1.394700139	um	8082	8.997394646	an interview with him <SIL> and um <VOCNOISE> told them
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s21	s2101b	2	2	1.316655695	1.316655695	um	8082	8.997394646	even heard of it <VOCNOISE> and um <VOCNOISE> there's <CUTOFF-anoth=another>
and	d	en	Del	0	CC	and	and	n	sh	nasal	sibilant	s21	s2102b	9	9	5.984042553	5.984042553	she	8082	8.997394646	and <VOCNOISE> was really nice and she had been there
