Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
accident	t	n	Del	0	NN	m	m	n	ay	nasal	vowel	s05	s0501b	11	12	6.786771964	7.403751234	i	7	1.945910149	is a <SIL> is an accident i started working for
adopt	t	t	Ret	1	VB	m	m	p	S	stop	pause	s05	s0503a	5	5	8.883471945	8.883471945	<SIL>	5	1.609437912	<SIL> going <SIL> willing to adopt <SIL> <VOCNOISE> <SIL> uh
aged	d	d	Ret	1	VBN	past	past	jh	ae	sibilant	vowel	s05	s0502a	7	8	3.319517816	3.793734647	and	3	1.098612289	is very <CUTOFF-s=?> <SIL> middle aged and they all quit
airport	t	tq	Glot	1	NN	m	m	r	w	/r/	/w/	s05	s0501a	12	12	5.892488599	5.892488599	with	9	2.197224577	mean we got a great airport with great connections and
amendment	t	n	Del	0	NN	m	m	n	th	nasal	apical	s05	s0502b	12	12	6.218618648	6.218618648	thing	1	0	without getting into that first amendment thing i can't <SIL>
and	d	n	Del	0	CC	and	and	n	ae	nasal	vowel	s05	s0503b	3	3	2.90354426	2.90354426	and	8082	8.997394646	<CUTOFF-thr=through> mass media <SIL> and and and <NOISE> <SIL> well
and	d	n	Del	0	CC	and	and	n	k	nasal	stop	s05	s0502a	7	7	5.187056368	5.187056368	course	8082	8.997394646	mean i mean <SIL> well and course they were always
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s05	s0502b	2	2	1.873457325	1.873457325	<VOCNOISE>	8082	8.997394646	called a faggot <LAUGH> and and <VOCNOISE> so it's <SIL>
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s05	s0503a	2	2	2.632891929	2.632891929	um	8082	8.997394646	<IVER-It_is_pretty_easy> <LAUGH> <SIL> <VOCNOISE> <SIL> and um <SIL> <VOCNOISE> <LAUGH-I_mean>
and	d	n	Del	0	CC	and	and	n	ae	nasal	vowel	s05	s0504a	3	3	4.761904762	4.761904762	and	8082	8.997394646	um <SIL> <VOCNOISE> <SIL> yeah and and <SIL> uh <SIL>
and	d	n	Del	0	CC	and	and	n	m	nasal	/m/	s05	s0502b	8	8	5.847393269	5.847393269	mutilated	8082	8.997394646	car <SIL> chases <SIL> and and mutilated bodies <SIL> yknow
