Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
act	t	k	Del	0	VBP	m	m	k	l	stop	/l/	s04	s0401b	9	9	5.920694274	5.920694274	like	9	2.197224577	with <VOCNOISE> um adults that act like we were in
afford	d	dx	Ret	1	VB	m	m	r	ih	/r/	vowel	s04	s0403a	7	6	3.246644824	2.782838421	it	6	1.791759469	<LAUGH-babysitting> <VOCNOISE> because i can't afford it <VOCNOISE> <IVER> yeah
afford	d	tq	Glot	1	VB	m	m	r	ih	/r/	vowel	s04	s0403b	8	8	5.394470668	5.394470668	it	6	1.791759469	but i know i couldn't afford it <SIL> that's why
against	t	s	Del	0	IN	m	m	s	m	sibilant	/m/	s04	s0402a	11	11	5.670103093	5.670103093	me	33	3.496507561	yknow that <VOCNOISE> were racist against me for hanging around
against	t	s	Del	0	IN	m	m	s	hh	sibilant	/h/	s04	s0403a	10	10	4.62962963	4.62962963	him	33	3.496507561	now i've really got resentment against him <IVER> <CUTOFF-m=?> i
against	t	t	Ret	1	IN	m	m	s	hh	sibilant	/h/	s04	s0403a	7	7	4.490057729	4.490057729	him	33	3.496507561	am i still got that against him <VOCNOISE> and that's
against	t	s	Del	0	IN	m	m	s	m	sibilant	/m/	s04	s0403a	8	8	6.472491909	6.472491909	my	33	3.496507561	um <SIL> have that <VOCNOISE> against my father because he
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s04	s0402b	7	7	4.867872045	4.867872045	i	8082	8.997394646	<CUTOFF-d=did> i never did it and i <VOCNOISE> yknow wish
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s04	s0401b	4	4	2.574002574	2.574002574	<ERROR-collective-collected>	8082	8.997394646	<CUTOFF-f=?> <SIL> he's not calm and <ERROR-collective-collected> he's <CUTOFF-w=wild> <SIL>
and	d	nx	Del	0	CC	and	and	n	hh	nasal	/h/	s04	s0403a	5	5	5.47645126	5.47645126	he	8082	8.997394646	make up stories and <VOCNOISE> and he still does it
