Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
abused	d	d	Ret	1	VBN	past	past	z	ae	sibilant	vowel	s07	s0701a	13	12	6.752387358	6.232972946	and	6	1.791759469	being abused a child being abused and not knowing what
abused	d	d	Ret	1	VBN	past	past	z	ey	sibilant	vowel	s07	s0701a	12	10	5.573915931	4.644929943	a	6	1.791759469	<SIL> a <SIL> neighbor being abused a child being abused
accept	t	t	Ret	1	VB	m	m	p	y	stop	/y/	s07	s0702b	14	12	7.004801792	6.004115821	your	11	2.397895273	<SIL> my mother has decided accept your offer and i
adopt	t	t	Ret	1	VB	m	m	p	U	stop	null	s07	s0702a	7	7	5.597380426	5.597380426	<VOCNOISE>	5	1.609437912	but she said she wouldn't adopt <VOCNOISE> if she <CUTOFF-wou=would?>
adult	t	tq	Glot	1	NN	m	m	l	ih	/l/	vowel	s07	s0701b	12	11	7.228915663	6.626506024	in	8	2.079441542	<VOCNOISE> he was like the adult in his family he
almost	t	t	Ret	1	RB	m	m	s	l	sibilant	/l/	s07	s0701b	4	4	2.872481911	2.872481911	like	79	4.369447852	<VOCNOISE> it's it's <SIL> it's almost like <VOCNOISE> if it
almost	t	t	Ret	1	RB	m	m	s	n	sibilant	/n/	s07	s0702b	13	13	4.932468811	4.932468811	not	79	4.369447852	<SIL> ninety two is is almost not feasible for me
almost	t	t	Ret	1	RB	m	m	s	l	sibilant	/l/	s07	s0704a	4	4	4.629104569	4.629104569	like	79	4.369447852	thing is though <VOCNOISE> it's almost like <VOCNOISE> i'm really
almost	t	s	Del	0	RB	m	m	s	l	sibilant	/l/	s07	s0703b	12	12	5.758845467	5.758845467	like	79	4.369447852	it for the stretching it's almost like when i'm laying
almost	t	s	Del	0	RB	m	m	s	b	sibilant	stop	s07	s0702b	6	6	5.69078548	5.69078548	bought	79	4.369447852	<VOCNOISE-time> yknow <IVER> so i almost bought one <VOCNOISE> um
amount	t	tq	Glot	1	NN	m	m	n	S	nasal	pause	s07	s0702a	6	6	4.7314097	4.7314097	<SIL>	30	3.401197382	now owe three times that amount <SIL> on it <IVER>
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s07	s0702a	11	11	8.171063442	8.171063442	i	8082	8.997394646	him and i got inside and i opened up and
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s07	s0702b	7	7	6.634134137	6.634134137	it	8082	8.997394646	business up <VOCNOISE> so <VOCNOISE> and it was consignment so
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s07	s0702a	9	7	8.471720456	6.58911591	saying	8082	8.997394646	<CUTOFF-goi=going??> then we're always looking and saying <VOCNOISE> hmm there
and	d	nx	Del	0	CC	and	and	n	ey	nasal	vowel	s07	s0703b	10	10	7.609330866	7.609330866	a	8082	8.997394646	so then the next year and a half she only
and	d	n	Del	0	CC	and	and	n	m	nasal	/m/	s07	s0701b	6	6	4.651162791	4.651162791	my	8082	8.997394646	so yknow with our <CUTOFF-fa=family> and my husband's the same
and	d	ehn	Del	0	CC	and	and	n	hh	nasal	/h/	s07	s0703b	6	6	4.894243554	4.894243554	he'd	8082	8.997394646	me <VOCNOISE> or he'd call and he'd say <VOCNOISE> is
and	d	m	Del	0	CC	and	and	n	U	nasal	null	s07	s0703a	1	1	6.699000509	6.699000509	<VOCNOISE-people>	8082	8.997394646	<ERROR-ith=in <SIL> in <VOCNOISE-theater> <VOCNOISE> and <VOCNOISE-people> would say to
and	d	n	Del	0	CC	and	and	n	n	nasal	/n/	s07	s0701a	9	9	6.237291519	6.237291519	never	8082	8.997394646	<ERROR-t=drink> drink on the weekends and never miss <SIL> work
and	d	n	Del	0	CC	and	and	n	k	nasal	stop	s07	s0701b	3	3	3.635235612	3.635235612	come	8082	8.997394646	<EXCLUDE-name> swim two events <SIL> and come back <VOCNOISE> so
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s07	s0702b	7	7	3.559107884	3.559107884	so	8082	8.997394646	me more than three thousand and so <VOCNOISE> if i
and	d	en	Del	0	CC	and	and	n	w	nasal	/w/	s07	s0701b	6	6	6.428346436	6.428346436	wouldn't	8082	8.997394646	how wonderful everything is <IVER> and wouldn't you like them
and	d	nx	Del	0	CC	and	and	n	ay	nasal	vowel	s07	s0703b	5	5	5.001570493	5.001570493	i'm	8082	8.997394646	<VOCNOISE> oh and i've <VOCNOISE> and i'm sure it will
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s07	s0701b	11	11	9.085637919	9.085637919	i	8082	8.997394646	uh doty's renting that car and i said well are
and	d	tq	Glot	1	CC	and	and	n	ih	nasal	vowel	s07	s0702b	8	8	4.602973406	4.602973406	in	8082	8.997394646	<HES-seeing> um <VOCNOISE> logistics <SIL> and in efficiency and it's
