Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
act	t	t	Ret	1	NN	m	m	k	U	stop	null	s08	s0803b	6	6	2.733805279	2.733805279	here>	9	2.197224577	i better clean up my act here> <IVER> <VOCNOISE> <IVER>
act	t	t	Ret	1	NN	m	m	k	U	stop	null	s08	s0803a	5	5	2.933480398	2.933480398	<VOCNOISE>	9	2.197224577	if they'd clean up their act <VOCNOISE> just for them
adopt	t	t	Ret	1	VB	m	m	p	U	stop	null	s08	s0803a	8	8	2.409644361	2.409644361	<VOCNOISE>	5	1.609437912	then again they can always adopt <VOCNOISE> yknow and <VOCNOISE>
against	t	s	Del	0	IN	m	m	s	s	sibilant	sibilant	s08	s0803b	15	14	9.189678643	8.5770334	somebody	33	3.496507561	said normally you use it against somebody you didn't mean
against	t	t	Ret	1	IN	m	m	s	iy	sibilant	vowel	s08	s0803a	10	10	4.449305063	4.449305063	each	33	3.496507561	and start pitting the kids against each other <VOCNOISE> yknow
ain't	t	tq	Glot	1	IN	n	n	n	n	nasal	/n/	s08	s0802a	3	3	2.047996854	2.047996854	no	25	3.218875825	this to my kids <IVER> ain't no way <IVER> <LAUGH-yknow>
almost	t	t	Ret	1	RB	m	m	s	eh	sibilant	vowel	s08	s0801a	9	9	6.798681962	6.798681962	every	79	4.369447852	i came to columbus <VOCNOISE> almost every company i work
almost	t	s	Del	0	RB	m	m	s	s	sibilant	sibilant	s08	s0802b	11	11	6.034552752	6.034552752	seventeen	79	4.369447852	start dating until i was almost seventeen <VOCNOISE> but almost
almost	t	s	Del	0	RB	m	m	s	g	sibilant	stop	s08	s0802a	10	10	4.826138365	4.826138365	go	79	4.369447852	and what's weird is you almost go right back in
almost	t	tq	Glot	1	RB	m	m	s	eh	sibilant	vowel	s08	s0801a	10	11	5.785918694	6.364510563	anywhere	79	4.369447852	from hilliard you can get almost anywhere <VOCNOISE> <SIL> whether
almost	t	t	Ret	1	RB	m	m	s	eh	sibilant	vowel	s08	s0802b	8	8	6.630195069	6.630195069	everybody	79	4.369447852	was almost seventeen <VOCNOISE> but almost everybody else <CUTOFF-st=started> <VOCNOISE>
almost	t	s	Del	0	RB	m	m	s	s	sibilant	sibilant	s08	s0802b	5	5	3.448061844	3.448061844	seventeen	79	4.369447852	i started dating at <SIL> almost seventeen <VOCNOISE> um <SIL>
almost	t	dx	Ret	1	RB	m	m	s	eh	sibilant	vowel	s08	s0803b	7	7	5.19059109	5.19059109	every	79	4.369447852	<SIL> <VOCNOISE> <SIL> um <VOCNOISE> almost every kid i know
almost	t	z	Del	0	RB	m	m	s	b	sibilant	stop	s08	s0801b	9	7	6.992077976	5.43828287	be	79	4.369447852	saying for them <IVER> it'd almost be better if they
almost	t	t	Ret	1	RB	m	m	s	ey	sibilant	vowel	s08	s0801a	8	8	4.100940551	4.100940551	a	79	4.369447852	<VOCNOISE> i was there for almost a month <VOCNOISE> did
