Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
airport	t	tq	Glot	1	NN	m	m	r	ih	/r/	vowel	s37	s3702a	8	8	3.089887532	3.089887532	in	9	2.197224577	just passing through <VOCNOISE> the airport in san francisco <IVER>
almost	t	t	Ret	1	RB	m	m	s	U	sibilant	null	s37	s3702a	2	2	16.66666667	16.66666667	<VOCNOISE>	79	4.369447852	get like all the <VOCNOISE> almost <VOCNOISE> it of like
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s37	s3703b	1	1	2.940493238	2.940493238	<VOCNOISE>	8082	8.997394646	buses and <VOCNOISE> and <SIL> and <VOCNOISE> and just like
and	d	n	Del	0	CC	and	and	n	s	nasal	sibilant	s37	s3702a	9	9	0.985234833	0.985234833	so	8082	8.997394646	amuse them <VOCNOISE> yknow and and so like distract them
and	d	en	Del	0	CC	and	and	n	ae	nasal	vowel	s37	s3701a	8	7	4.14507772	3.626943005	and	8082	8.997394646	<IVER> because they got beaches and and <SIL> yeah <LAUGH>
and	d	en	Del	0	CC	and	and	n	ih	nasal	vowel	s37	s3702a	14	14	8.1885232	8.1885232	incrementally	8082	8.997394646	i don't know do it and incrementally like yknow like
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s37	s3703a	5	5	2.990811629	2.990811629	<SIL>	8082	8.997394646	i lived in the dorms and <SIL> got got away
and	d	en	Del	0	CC	and	and	n	aa	nasal	vowel	s37	s3703a	11	11	6.010295089	6.010295089	all	8082	8.997394646	cosantiner wire and barbed wire and all those like a
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s37	s3703b	10	9	7.029946165	6.326951548	you	8082	8.997394646	a <SIL> if like you and you got a family
and	d	en	Del	0	CC	and	and	n	U	nasal	null	s37	s3702a	7	7	5.420331198	5.420331198	<LAUGH>	8082	8.997394646	nerf balls in the audience and <LAUGH> <IVER> wow <VOCNOISE>
and	d	ah	Del	0	CC	and	and	n	ay	nasal	vowel	s37	s3702a	5	5	5.873170067	5.873170067	i'm	8082	8.997394646	<LAUGH> you walk in <VOCNOISE> and i'm like you're like
and	d	en	Del	0	CC	and	and	n	k	nasal	stop	s37	s3702b	7	7	3.981324177	3.981324177	queen	8082	8.997394646	don't have like a king and queen and <IVER> okay
and	d	en	Del	0	CC	and	and	n	k	nasal	stop	s37	s3701a	11	12	4.62683717	5.047458731	cuddly	8082	8.997394646	ah they look so sweet and cuddly yknow just like
and	d	n	Del	0	CC	and	and	n	aa	nasal	vowel	s37	s3702b	5	5	6.05099781	6.05099781	all	8082	8.997394646	oh that's fantastic <LAUGH> <SIL> and all the wine you
and	d	ih	Del	0	CC	and	and	n	U	nasal	null	s37	s3701a	3	3	16.97764045	16.97764045	<VOCNOISE>	8082	8.997394646	<SIL> as uh <VOCNOISE> condensed and <VOCNOISE> packed as like
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s37	s3703b	1	1	8.617866561	8.617866561	<SIL>	8082	8.997394646	and the buses and <VOCNOISE> and <SIL> and <VOCNOISE> and
