Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
absent	t	t	Ret	1	JJ	m	m	n	f	nasal	fricative	s27	s2702b	6	6	4.333588052	4.333588052	for	1	0	or not tardy but <IVER> absent for the whole day
abused	d	z	Del	0	VBN	past	past	z	ih	sibilant	vowel	s27	s2701b	12	9	5.767251049	4.325438287	if	6	1.791759469	yknow is the kid being abused if the kids being
abused	d	s	Del	0	VBN	past	past	z	S	sibilant	pause	s27	s2701b	7	5	5.608120559	4.005800399	<SIL>	6	1.791759469	abused if the kids being abused <SIL> yknow take him
accomplished	t	t	Ret	1	JJ	past	past	sh	S	sibilant	pause	s27	s2701b	8	7	1.09013658	0.953869508	<IVER>	2	0.693147181	homes <SIL> where nothing's getting accomplished <IVER> in a way
advertised	d	t	Ret	1	JJ	past	past	z	y	sibilant	/y/	s27	s2701b	10	9	3.726250278	3.35362525	yknow	1	0	supermarkets and things and they're advertised yknow <SIL> throughout the
affluent	t	t	Ret	1	JJ	m	m	n	S	nasal	pause	s27	s2701a	6	5	3.382476965	2.818730804	<SIL>	2	0.693147181	well educated <SIL> they're more affluent <SIL> <VOCNOISE> and i
afford	d	dx	Ret	1	VB	m	m	r	ih	/r/	vowel	s27	s2703a	9	8	3.703427852	3.291935868	it	6	1.791759469	going to be able to afford it and <SIL> everything
afford	d	dx	Ret	1	VB	m	m	r	ih	/r/	vowel	s27	s2702b	8	8	3.174603175	3.174603175	it	6	1.791759469	fraternity house he can't really afford it <SIL> but they
against	t	t	Ret	1	IN	m	m	s	hh	sibilant	/h/	s27	s2703a	6	6	9.375	9.375	him	33	3.496507561	i don't think so <IVER> against him in a lot
amount	t	n	Del	0	NN	m	m	n	ah	nasal	vowel	s27	s2702b	11	8	5.576764159	4.055828479	of	30	3.401197382	here yknow after a certain amount of time <VOCNOISE> she's
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s27	s2701b	8	7	2.898905736	2.536542519	um	8082	8.997394646	both my kids catholic schools and um <SIL> for couple
and	d	n	Del	0	CC	and	and	n	ah	nasal	vowel	s27	s2701a	2	2	3.97771683	3.97771683	uh	8082	8.997394646	brooklyn <SIL> <IVER> <SIL> <VOCNOISE> and uh <VOCNOISE> <SIL> yknow
and	d	n	Del	0	CC	and	and	n	p	nasal	stop	s27	s2702a	11	10	6.174391766	5.613083424	put	8082	8.997394646	him here to ohio state and put him in a
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s27	s2702b	5	5	3.303277909	3.303277909	<VOCNOISE>	8082	8.997394646	but <VOCNOISE> she's bright enough and <VOCNOISE> those are your
and	d	n	Del	0	CC	and	and	n	g	nasal	stop	s27	s2703a	5	5	4.356884618	4.356884618	gore	8082	8.997394646	but he's really smart <VOCNOISE> and gore seems to be
