Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
accept	t	t	Ret	1	VB	m	m	p	y	stop	/y/	s31	s3101a	8	8	4.007489999	4.007489999	you	11	2.397895273	mean most the people will accept you <VOCNOISE> if you're
account	t	n	Del	0	NN	m	m	n	ih	nasal	vowel	s31	s3102a	3	3	11.25817625	11.25817625	if	5	1.609437912	a record of that <SIL> account if <SIL> do i
adopt	t	t	Ret	1	VB	m	m	p	hh	stop	/h/	s31	s3102a	8	8	5.586502451	5.586502451	him	5	1.609437912	they didn't <SIL> legally <SIL> adopt him or anything but
against	t	s	Del	0	IN	m	m	s	S	sibilant	pause	s31	s3102a	3	3	5.908954824	5.908954824	<SIL>	33	3.496507561	mean you shouldn't <SIL> that's against <SIL> the rules <VOCNOISE>
against	t	t	Ret	1	IN	m	m	s	ih	sibilant	vowel	s31	s3102b	7	6	2.752508223	2.359292763	it	33	3.496507561	um <SIL> my dad's very against it <LAUGH> um-hum <LAUGH>
almost	t	t	Ret	1	RB	m	m	s	eh	sibilant	vowel	s31	s3102b	11	10	6.531907477	5.938097707	everybody	79	4.369447852	<SIL> they have to have almost everybody sign <SIL> for
and	d	n	Del	0	CC	and	and	n	y	nasal	/y/	s31	s3101b	2	2	7.679901697	7.679901697	you	8082	8.997394646	and they <VOCNOISE> and <SIL> and you <CUTOFF-f=feel> i <CUTOFF-f=felt>
and	d	n	Del	0	CC	m	m	n	hh	nasal	/h/	s31	s3102b	8	8	5.982878497	5.982878497	help	8082	8.997394646	{B_TRANS} in a heartbeat try and help them <SIL> <VOCNOISE>
and	d	n	Del	0	CC	and	and	n	hh	nasal	/h/	s31	s3101b	5	5	4.434208321	4.434208321	he	8082	8.997394646	but <VOCNOISE> and um <VOCNOISE> and he was told that
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3101b	1	1	12.46727341	12.46727341	<SIL>	8082	8.997394646	so poor and they <VOCNOISE> and <SIL> and you <CUTOFF-f=feel>
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3101b	6	6	2.947806144	2.947806144	<VOCNOISE>	8082	8.997394646	<VOCNOISE> just keep you healthy and <VOCNOISE> so <VOCNOISE> um
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3102a	5	5	2.874597413	2.874597413	<LAUGH>	8082	8.997394646	how to speak just try and <LAUGH> send them a
and	d	d	Ret	1	CC	and	and	n	S	nasal	pause	s31	s3101b	1	1	2.173913043	2.173913043	<SIL>	8082	8.997394646	by <VOCNOISE> native americans <SIL> and <SIL> and um <SIL>
and	d	nx	Del	0	CC	and	and	n	ey	nasal	vowel	s31	s3101b	8	8	6.306507291	6.306507291	a	8082	8.997394646	<VOCNOISE> our <SIL> your name and a picture and your
and	d	n	Del	0	CC	m	m	n	S	nasal	pause	s31	s3102b	7	7	2.453058105	2.453058105	<SIL>	8082	8.997394646	<SIL> do anything they could and <SIL> just to keep
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3102a	10	9	6.528872633	5.87598537	<LAUGH>	8082	8.997394646	<IVER> having meeting the missionaries and <LAUGH> <IVER> um-hum <SIL>
and	d	nx	Del	0	CC	and	and	n	ih	nasal	vowel	s31	s3102a	4	4	7.247650402	7.247650402	it	8082	8.997394646	um real and <SIL> <VOCNOISE> and it it just <CUTOFF-a=always>
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3102a	3	3	13.30258957	13.30258957	<SIL>	8082	8.997394646	church and there's <SIL> dances and <SIL> different activities and
and	d	nx	Del	0	CC	and	and	n	ih	nasal	vowel	s31	s3101b	7	7	5.286038892	5.286038892	it	8082	8.997394646	much <SIL> <VOCNOISE> it <CUTOFF-w=wasn't> and it wasn't always just
and	d	ih	Del	0	CC	and	and	n	s	nasal	sibilant	s31	s3101b	7	8	7.361021289	8.412595759	sometimes	8082	8.997394646	<IVER> so <SIL> it's <VOCNOISE> and sometimes it'll take a
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3103a	1	1	1.947120112	1.947120112	<SIL>	8082	8.997394646	<IVER> so went to <EXCLUDE-name> and <SIL> <EXCLUDE-name> high school
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3101b	9	9	4.343891403	4.343891403	<VOCNOISE>	8082	8.997394646	talk about it with anybody and <VOCNOISE> and <VOCNOISE> and
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3101a	7	7	3.85447273	3.85447273	<VOCNOISE>	8082	8.997394646	<VOCNOISE> with the twelve apostles and <VOCNOISE> and but the
and	d	n	Del	0	CC	and	and	n	ih	nasal	vowel	s31	s3101b	7	7	4.076272889	4.076272889	it	8082	8.997394646	<IVER> well <VOCNOISE> and <IVER> and it really isn't though
and	d	d	Ret	1	CC	and	and	n	S	nasal	pause	s31	s3101a	1	1	1.41523386	1.41523386	<SIL>	8082	8.997394646	<IVER> winter ninety one <VOCNOISE> and <SIL> i went to
and	d	d	Ret	1	CC	and	and	n	U	nasal	null	s31	s3102a	1	1	1.564541237	1.564541237	<VOCNOISE>	8082	8.997394646	considers his family really <SIL> and <VOCNOISE> i mean he
and	d	en	Del	0	CC	and	and	n	s	nasal	sibilant	s31	s3101b	6	6	5.235003678	5.235003678	said	8082	8.997394646	a <VOCNOISE> school or something and said <VOCNOISE> we wanna
and	d	en	Del	0	CC	and	and	n	S	nasal	pause	s31	s3102a	8	7	2.203933857	1.928442125	<IVER>	8082	8.997394646	dances and <SIL> different activities and <IVER> um-hum <SIL> it's
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3102a	3	3	2.033607396	2.033607396	<SIL>	8082	8.997394646	that it's <SIL> um real and <SIL> <VOCNOISE> and it
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3101b	5	5	3.070044288	3.070044288	<VOCNOISE>	8082	8.997394646	not to have to drink and <VOCNOISE> all these things
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s31	s3102a	12	10	6.382978723	5.319148936	i	8082	8.997394646	i was just looking around and i was open to
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s31	s3101b	6	6	3.845350267	3.845350267	<VOCNOISE>	8082	8.997394646	a member of the church and <VOCNOISE> you might be
and	d	n	Del	0	CC	m	m	n	S	nasal	pause	s31	s3102b	6	6	4.147177811	4.147177811	<SIL>	8082	8.997394646	a mission then came back and <SIL> so i just
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3102a	1	1	3.851902069	3.851902069	<SIL>	8082	8.997394646	about six months <SIL> <VOCNOISE> and <SIL> and then i
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s31	s3102a	3	3	13.56680294	13.56680294	i	8082	8.997394646	activities that i do <VOCNOISE> and i just <CUTOFF-a=always> <SIL>
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3103a	7	7	5.372795235	5.372795235	<SIL>	8082	8.997394646	<SIL> after i finish school and <SIL> after he works
and	d	ehn	Del	0	CC	m	m	n	eh	nasal	vowel	s31	s3102b	11	10	3.880264902	3.527513547	everything	8082	8.997394646	all my g e c's and everything like that so
and	d	n	Del	0	CC	m	m	n	p	nasal	stop	s31	s3102b	9	9	5.728485083	5.728485083	painting	8082	8.997394646	<SIL> art <IVER> <VOCNOISE> drawing and painting is my major
and	d	t	Ret	1	CC	m	m	n	s	nasal	sibilant	s31	s3102b	2	2	0.750658891	0.750658891	so	8082	8.997394646	<SIL> been <VOCNOISE> yes <SIL> and so <VOCNOISE> <SIL> he
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s31	s3101a	1	1	0.298460867	0.298460867	<IVER>	8082	8.997394646	allowed to wear sandals <SIL> and <IVER> right <IVER> yeah
and	d	n	Del	0	CC	m	m	n	ah	nasal	vowel	s31	s3102b	7	7	4.216938599	4.216938599	um	8082	8.997394646	<SIL> but he's gonna try and um <VOCNOISE> <SIL> keep
and	d	m	Del	0	CC	and	and	n	m	nasal	/m/	s31	s3101a	5	5	8.425025696	8.425025696	more	8082	8.997394646	america <VOCNOISE> but <SIL> more and more like a <CUTOFF-r=regular>
and	d	en	Del	0	CC	and	and	n	y	nasal	/y/	s31	s3101a	10	10	4.792113332	4.792113332	you	8082	8.997394646	<SIL> for about six months and you start to just
and	d	t	Ret	1	CC	m	m	n	U	nasal	null	s31	s3102b	1	1	1.067320151	1.067320151	<VOCNOISE>	8082	8.997394646	<SIL> for fine arts <SIL> and <VOCNOISE> <SIL> i <SIL>
and	d	d	Ret	1	CC	m	m	n	S	nasal	pause	s31	s3102b	1	1	5.206706238	5.206706238	<SIL>	8082	8.997394646	<SIL> from my <EXT-home> <SIL> and <SIL> i <SIL> i
and	d	en	Del	0	CC	m	m	n	s	nasal	sibilant	s31	s3102b	6	6	3.121717319	3.121717319	stuff	8082	8.997394646	<SIL> fumes from the paints and stuff <VOCNOISE> so <SIL>
