Word	seg	SegTrans	DepVar	td	POS	Gram	Gram2	PreSegTrans	FolSegTrans	PreSeg	FolSeg	Speaker	Recording	DictNSyl	NSyl	DictRate	Rate	FolWord	freq	log_freq	Context
adopt	t	t	Ret	1	VB	m	m	p	S	stop	pause	s40	s4003a	7	7	5.142086879	5.142086879	<SIL>	5	1.609437912	you should be able to adopt <SIL> a child i
against	t	t	Ret	1	IN	m	m	s	hh	sibilant	/h/	s40	s4002b	8	8	4.403436221	4.403436221	him	33	3.496507561	<VOCNOISE-think> i'd really hold it against him <IVER> <HES-um> i
almost	t	t	Ret	1	RB	m	m	s	s	sibilant	sibilant	s40	s4003b	14	14	7.106598985	7.106598985	segregating	79	4.369447852	think in a way that's almost segregating themselves from the
almost	t	t	Ret	1	RB	m	m	s	ey	sibilant	vowel	s40	s4002b	7	7	7.47081845	7.47081845	a	79	4.369447852	see that as <EXT-being> <SIL> almost a good idea <EXT-here>
almost	t	s	Del	0	RB	m	m	s	ae	sibilant	vowel	s40	s4002b	8	7	8.097698735	7.085486393	as	79	4.369447852	i <EXT-basically> <SIL> see it almost as being the <VOCNOISE-same>
almost	t	t	Ret	1	RB	m	m	s	m	sibilant	/m/	s40	s4001b	10	10	4.400544611	4.400544611	made	79	4.369447852	on them <VOCNOISE> cause that's almost made me be resentful
almost	t	t	Ret	1	RB	m	m	s	th	sibilant	apical	s40	s4002a	10	10	6.509954697	6.509954697	think	79	4.369447852	<SIL> but i mean i almost think it should be
almost	t	t	Ret	1	RB	m	m	s	U	sibilant	null	s40	s4003a	7	7	6.529424385	6.529424385	<VOCNOISE>	79	4.369447852	to answer i mean it's almost <VOCNOISE> it's something that
almost	t	s	Del	0	RB	m	m	s	s	sibilant	sibilant	s40	s4002b	7	7	5.646982898	5.646982898	see	79	4.369447852	<VOCNOISE> um <SIL> i can almost see that as <EXT-being>
almost	t	s	Del	0	RB	m	m	s	n	sibilant	/n/	s40	s4003a	11	11	6.313790811	6.313790811	need	79	4.369447852	<VOCNOISE> it's something that they almost need to ask the
almost	t	t	Ret	1	RB	m	m	s	s	sibilant	sibilant	s40	s4003b	13	12	6.691077088	6.176378851	segregating	79	4.369447852	that <SIL> where <SIL> they're almost segregating themselves by having
almost	t	t	Ret	1	RB	m	m	s	aw	sibilant	vowel	s40	s4002a	8	8	3.462091397	3.462091397	out	79	4.369447852	that's grown <IVER> just like almost out of control <IVER>
almost	t	t	Ret	1	RB	m	m	s	ae	sibilant	vowel	s40	s4001a	10	7	7.21467407	5.050271849	actually	79	4.369447852	actually it's more <SIL> it's almost actually turned into like
almost	t	t	Ret	1	RB	m	m	s	s	sibilant	sibilant	s40	s4003b	9	9	7.438016529	7.438016529	set	79	4.369447852	i <SIL> don't know they almost set up like a
amount	t	nx	Del	0	NN	m	m	n	ah	nasal	vowel	s40	s4001a	6	6	10.46497634	10.46497634	of	30	3.401197382	differences just <SIL> really the amount of <SIL> education you
amount	t	nx	Del	0	NN	m	m	n	ah	nasal	vowel	s40	s4001a	13	12	8.356990044	7.714144656	of	30	3.401197382	<LAUGH> really overwhelmed by the amount of stuff that they
and	d	n	Del	0	CC	and	and	n	n	nasal	/n/	s40	s4003b	3	3	4.507211538	4.507211538	no	8082	8.997394646	so <IVER> um <SIL> yes and no <SIL> i mean
and	d	d	Ret	1	CC	and	and	n	ay	nasal	vowel	s40	s4001a	7	7	7.890951559	7.890951559	i	8082	8.997394646	bucks an hour <IVER> <SIL> and i mean it's basically
and	d	tq	Glot	1	CC	and	and	n	S	nasal	pause	s40	s4001b	1	1	9.076716407	9.076716407	<SIL>	8082	8.997394646	<VOCNOISE> just <LAUGH-one_of_those> kids <VOCNOISE> and <SIL> i mean he
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s40	s4001a	1	1	1.257137398	1.257137398	<EXCLUDE-name>	8082	8.997394646	<EXCLUDE-name> for grade school <SIL> and <EXCLUDE-name> for high school
and	d	en	Del	0	CC	and	and	n	S	nasal	pause	s40	s4001a	6	6	3.478270952	3.478270952	<IVER>	8082	8.997394646	how to go about it and <IVER> how to do
and	d	n	Del	0	CC	and	and	n	ay	nasal	vowel	s40	s4003b	5	5	3.119883391	3.119883391	i	8082	8.997394646	<VOCNOISE> rather than women <SIL> and i would see them
and	d	n	Del	0	CC	and	and	n	U	nasal	null	s40	s4001b	5	5	2.481990676	2.481990676	<VOCNOISE>	8082	8.997394646	<VOCNOISE> so and so age and <VOCNOISE> they sort of
and	d	en	Del	0	CC	and	and	n	U	nasal	null	s40	s4003a	5	5	3.067097042	3.067097042	<VOCNOISE>	8082	8.997394646	<SIL> cares for the kid and <VOCNOISE> does stuff for
and	d	n	Del	0	CC	and	and	n	aa	nasal	vowel	s40	s4003a	5	4	4.69941154	3.759529232	obviously	8082	8.997394646	<VOCNOISE> things like that <SIL> and obviously <LAUGH-if_you_so> <VOCNOISE> had
and	d	d	Ret	1	CC	and	and	n	S	nasal	pause	s40	s4001b	8	7	4.728314031	4.137274777	<IVER>	8082	8.997394646	church actually thinks is correct and <IVER> what should be
and	d	n	Del	0	CC	and	and	n	th	nasal	apical	s40	s4002a	10	10	4.602629666	4.602629666	things	8082	8.997394646	<IVER> i've been to parties and things like that where
and	d	nx	Del	0	CC	and	and	n	ae	nasal	vowel	s40	s4002a	12	12	9.194056655	9.194056655	alcohol	8082	8.997394646	much i mean <VOCNOISE> cigarettes and alcohol basically do the
and	d	en	Del	0	CC	and	and	n	U	nasal	null	s40	s4002a	6	6	3.565996794	3.565996794	<LAUGH>	8082	8.997394646	<VOCNOISE> walking down high street and <LAUGH> i guess we
and	d	n	Del	0	CC	and	and	n	S	nasal	pause	s40	s4002a	1	1	0.796265198	0.796265198	<SIL>	8082	8.997394646	<IVER> yeah <VOCNOISE> um <VOCNOISE> and <SIL> i can say
and	d	n	Del	0	CC	and	and	n	th	nasal	apical	s40	s4001b	12	11	6.682831694	6.125929053	things	8082	8.997394646	i mean obviously like guns and things like that are
and	d	n	Del	0	CC	m	m	n	U	nasal	null	s40	s4002b	4	4	8.403714442	8.403714442	<VOCNOISE-health>	8082	8.997394646	cover <VOCNOISE-things_like_that_with> like <VOCNOISE> religion and <VOCNOISE-health> classes things <VOCNOISE-like_that>
and	d	n	Del	0	CC	and	and	n	ae	nasal	vowel	s40	s4003b	6	6	5.714285714	5.714285714	as	8082	8.997394646	decision making <SIL> type <SIL> and as being like the
and	d	en	Del	0	CC	and	and	n	S	nasal	pause	s40	s4003b	7	6	5.563269072	4.768516348	<SIL>	8082	8.997394646	about it yelling about it and <SIL> making a bigger
and	d	n	Del	0	CC	and	and	n	k	nasal	stop	s40	s4001b	8	8	4.519444628	4.519444628	kids	8082	8.997394646	about them <SIL> like marriage and kids and stuff like
and	d	n	Del	0	CC	and	and	n	n	nasal	/n/	s40	s4003b	6	5	5.660377358	4.716981132	no	8082	8.997394646	<SIL> um <SIL> yes <SIL> and no they're kind of
and	d	n	Del	0	CC	and	and	n	ey	nasal	vowel	s40	s4001a	6	6	4.288921787	4.288921787	a	8082	8.997394646	adding on a <SIL> bedroom and a bathroom <IVER> onto
and	d	d	Ret	1	CC	and	and	n	sh	nasal	sibilant	s40	s4003b	5	5	5.319148936	5.319148936	she's	8082	8.997394646	don't like making decisions <SIL> and she's kind of the
and	d	en	Del	0	CC	and	and	n	U	nasal	null	s40	s4001a	6	4	5.776429089	3.850952726	<CUTOFF-th=they>	8082	8.997394646	all the sorts of changes and <CUTOFF-th=they> <SIL> <VOCNOISE> things
and	d	n	Del	0	CC	m	m	n	S	nasal	pause	s40	s4002b	2	2	0.236424421	0.236424421	<IVER>	8082	8.997394646	<VOCNOISE-it's_nothing_crazy> where they <VOCNOISE-think_they're> god and <IVER> <HES-um> <IVER> yeah
